ephys_bin_id,frame_velocity,frame_acceleration,frame_raw,frame_yaw,frame_pitch,lick_count,frame_position,reward-sound_count,reward-valve-open_count,bin_start,bin_end
"(179240000, 179280000]",67.214836,-0.3486867,726.0,246.0,-161.66666666666666,0.0,162.7695,0.0,0.0,179240000,179280000
"(179280000, 179320000]",67.83034,1.5755186,726.5,240.5,-167.0,0.0,165.5654,0.0,0.0,179280000,179320000
"(179320000, 179360000]",72.86204,2.4498887,776.5,232.5,-150.5,0.0,167.9039,0.0,0.0,179320000,179360000
"(179360000, 179400000]",79.41068,2.5228877,845.6666666666666,218.66666666666666,-106.66666666666667,0.0,171.0814,0.0,0.0,179360000,179400000
"(179400000, 179440000]",82.11371,-1.6300254,900.0,232.5,-111.0,0.0,174.49664,0.0,0.0,179400000,179440000
"(179440000, 179480000]",77.236,-1.2854825,831.0,234.66666666666666,-121.66666666666667,0.0,177.77779,0.0,0.0,179440000,179480000
"(179480000, 179520000]",72.30779,-1.4838024,799.0,231.0,-135.5,0.0,180.93991,0.0,0.0,179480000,179520000
"(179520000, 179560000]",75.54271,1.8236248,803.0,235.5,-152.5,0.0,183.35626,0.0,0.0,179520000,179560000
"(179560000, 179600000]",74.83185,0.42208531,810.3333333333334,231.0,-153.33333333333334,0.0,186.51013,0.0,0.0,179560000,179600000
"(179600000, 179640000]",80.60112,2.2660704,861.5,217.5,-102.0,0.0,189.7062,0.0,0.0,179600000,179640000
"(179640000, 179680000]",85.35337,1.9381323,904.0,227.33333333333334,-82.66666666666667,0.0,193.15157,0.0,0.0,179640000,179680000
"(179680000, 179720000]",85.37572,-1.9512053,943.5,249.0,-101.0,0.0,196.78705,0.0,0.0,179680000,179720000
"(179720000, 179760000]",83.890274,-0.5014433,910.5,241.5,-130.0,0.0,199.58195,0.0,0.0,179720000,179760000
"(179760000, 179800000]",84.20974,0.595877,905.0,250.33333333333334,-187.0,0.0,203.05733,0.0,0.0,179760000,179800000
"(179800000, 179840000]",83.07727,-1.5240203,906.0,255.5,-202.0,0.0,206.58185,0.0,0.0,179800000,179840000
"(179840000, 179880000]",81.75821,0.31721547,883.3333333333334,244.0,-155.33333333333334,0.0,209.99016,0.0,0.0,179840000,179880000
"(179880000, 179920000]",82.83292,0.65189683,892.5,236.0,-119.0,0.0,213.4214,0.0,0.0,179880000,179920000
"(179920000, 179960000]",83.44949,-2.1959956,914.5,261.5,-152.0,0.0,216.21625,0.0,0.0,179920000,179960000
"(179960000, 180000000]",69.867455,-6.729196,793.3333333333334,301.3333333333333,-186.66666666666666,0.0,219.44572,0.0,0.0,179960000,180000000
"(180000000, 180040000]",57.778896,1.5938048,612.0,447.0,-284.0,0.0,222.025,0.0,0.0,180000000,180040000
"(180040000, 180080000]",69.55844,3.3335564,730.3333333333334,343.3333333333333,-271.3333333333333,0.0,224.69572,0.0,0.0,180040000,180080000
"(180080000, 180120000]",72.81297,0.82810795,787.0,286.0,-229.5,0.0,227.69876,0.0,0.0,180080000,180120000
"(180120000, 180160000]",77.83098,3.601137,815.0,240.0,-183.5,0.0,230.16905,0.0,0.0,180120000,180160000
"(180160000, 180200000]",77.98016,-4.490795,873.6666666666666,255.66666666666666,-198.33333333333334,0.0,233.53807,0.0,0.0,180160000,180200000
"(180200000, 180240000]",61.54845,-3.965088,689.5,338.5,-217.0,0.0,236.4689,0.0,0.0,180200000,180240000
"(180240000, 180280000]",63.49944,1.913345,673.3333333333334,201.66666666666666,-173.66666666666666,0.0,239.0096,0.0,0.0,180240000,180280000
"(180280000, 180320000]",66.35866,-0.2695683,716.0,193.5,-190.5,0.0,241.7364,0.0,0.0,180280000,180320000
"(180320000, 180360000]",63.0999,-1.3148141,689.0,198.5,-186.0,0.0,243.90671,0.0,0.0,180320000,180360000
"(180360000, 180400000]",67.20226,3.3000488,708.3333333333334,175.0,-134.0,0.0,246.56181,0.0,0.0,180360000,180400000
"(180400000, 180440000]",74.56873,1.9399264,788.0,142.0,-105.5,0.0,249.5227,0.0,0.0,180400000,180440000
"(180440000, 180480000]",73.88584,-1.8603004,814.6666666666666,155.0,-128.66666666666666,0.0,252.67836,0.0,0.0,180440000,180480000
"(180480000, 180520000]",68.67023,-2.0984879,753.0,159.0,-146.5,0.0,255.64905,0.0,0.0,180480000,180520000
"(180520000, 180560000]",65.30402,-0.4757084,705.5,146.0,-177.5,0.0,257.8649,0.0,0.0,180520000,180560000
"(180560000, 180600000]",65.02881,-6.204328,712.3333333333334,149.33333333333334,-222.0,0.0,260.59912,0.0,0.0,180560000,180600000
"(180600000, 180640000]",15.171736,-23.456964,637.5,154.5,-222.5,0.0,262.7107,0.0,0.0,180600000,180640000
"(180640000, 180680000]",6.063298e-13,-4.5474735e-13,598.0,124.66666666666667,-164.33333333333334,0.0,262.7107,0.0,0.0,180640000,180680000
"(180680000, 180720000]",-4.5474735e-13,2.2737368e-13,678.5,104.0,-137.0,0.0,262.7107,0.0,0.0,180680000,180720000
"(180720000, 180760000]",0.0,2.2737368e-13,676.5,102.5,-131.5,0.0,262.7107,0.0,0.0,180720000,180760000
"(180760000, 180800000]",3.031649e-13,-1.5158245e-13,569.0,125.66666666666667,-144.0,0.0,262.7107,0.0,0.0,180760000,180800000
"(180800000, 180840000]",4.5474735e-13,2.2737368e-13,503.0,109.0,-161.5,0.0,262.7107,0.0,0.0,180800000,180840000
"(180840000, 180880000]",-3.031649e-13,-1.5158245e-13,509.3333333333333,95.33333333333333,-167.33333333333334,0.0,262.7107,0.0,0.0,180840000,180880000
"(180880000, 180920000]",4.5474735e-13,0.0,508.5,100.0,-169.5,0.0,262.7107,0.0,0.0,180880000,180920000
"(180920000, 180960000]",0.0,0.0,531.0,83.0,-142.5,0.0,262.7107,0.0,0.0,180920000,180960000
"(180960000, 181000000]",0.0,-1.5158245e-13,585.6666666666666,81.33333333333333,-139.33333333333334,0.0,262.7107,0.0,0.0,180960000,181000000
"(181000000, 181040000]",-9.094947e-13,0.0,563.5,78.0,-129.0,0.0,262.7107,0.0,0.0,181000000,181040000
"(181040000, 181080000]",0.0,1.5158245e-13,471.6666666666667,80.33333333333333,-114.33333333333333,0.0,262.7107,0.0,0.0,181040000,181080000
"(181080000, 181120000]",0.0,-2.2737368e-13,295.5,76.5,-88.0,0.0,262.7107,0.0,0.0,181080000,181120000
"(181120000, 181160000]",-9.094947e-13,-2.2737368e-13,221.0,67.0,-71.0,0.0,262.7107,0.0,0.0,181120000,181160000
"(181160000, 181200000]",0.0,3.031649e-13,189.66666666666666,62.333333333333336,-83.0,0.0,262.7107,0.0,0.0,181160000,181200000
"(181200000, 181240000]",-4.5474735e-13,0.0,212.5,59.0,-113.0,0.0,262.7107,0.0,0.0,181200000,181240000
"(181240000, 181280000]",0.0,0.0,289.0,56.333333333333336,-117.33333333333333,0.0,262.7107,0.0,0.0,181240000,181280000
"(181280000, 181320000]",0.0,0.0,384.0,56.5,-117.0,0.0,262.7107,0.0,0.0,181280000,181320000
"(181320000, 181360000]",-4.5474735e-13,-2.2737368e-13,445.0,56.5,-115.5,0.0,262.7107,0.0,0.0,181320000,181360000
"(181360000, 181400000]",3.031649e-13,1.5158245e-13,483.3333333333333,46.666666666666664,-97.33333333333333,0.0,262.7107,0.0,0.0,181360000,181400000
"(181400000, 181440000]",-9.094947e-13,0.0,457.0,31.0,-83.0,0.0,262.7107,0.0,0.0,181400000,181440000
"(181440000, 181480000]",0.0,-3.031649e-13,410.0,22.666666666666668,-80.33333333333333,0.0,262.7107,0.0,0.0,181440000,181480000
"(181480000, 181520000]",-4.5474735e-13,2.2737368e-13,369.0,7.5,-76.5,0.0,262.7107,0.0,0.0,181480000,181520000
"(181520000, 181560000]",0.0,6.82121e-13,434.5,-9.5,-64.5,0.0,262.7107,0.0,0.0,181520000,181560000
"(181560000, 181600000]",3.031649e-13,-3.031649e-13,513.0,-7.333333333333333,-81.0,0.0,262.7107,0.0,0.0,181560000,181600000
"(181600000, 181640000]",0.0,2.2737368e-13,562.5,3.0,-99.0,0.0,262.7107,0.0,0.0,181600000,181640000
"(181640000, 181680000]",6.063298e-13,0.0,597.3333333333334,18.666666666666668,-94.66666666666667,0.0,262.7107,0.0,0.0,181640000,181680000
"(181680000, 181720000]",-4.5474735e-13,-2.2737368e-13,590.0,20.5,-111.0,0.0,262.7107,0.0,0.0,181680000,181720000
"(181720000, 181760000]",4.5474735e-13,0.0,601.5,26.0,-124.5,0.0,262.7107,0.0,0.0,181720000,181760000
"(181760000, 181800000]",3.031649e-13,0.0,565.0,35.0,-153.33333333333334,0.0,262.7107,0.0,0.0,181760000,181800000
"(181800000, 181840000]",4.5474735e-13,2.2737368e-13,520.0,31.0,-210.0,0.0,262.7107,0.0,0.0,181800000,181840000
"(181840000, 181880000]",0.0,-4.5474735e-13,530.3333333333334,33.333333333333336,-262.6666666666667,0.0,262.7107,0.0,0.0,181840000,181880000
"(181880000, 181920000]",-9.094947e-13,0.0,535.0,27.5,-275.5,0.0,262.7107,0.0,0.0,181880000,181920000
"(181920000, 181960000]",-4.5474735e-13,4.5474735e-13,518.5,25.5,-254.5,0.0,262.7107,0.0,0.0,181920000,181960000
"(181960000, 182000000]",0.0,0.0,515.3333333333334,27.333333333333332,-218.66666666666666,0.0,262.7107,0.0,0.0,181960000,182000000
"(182000000, 182040000]",-4.5474735e-13,-2.2737368e-13,535.5,42.5,-220.5,0.0,262.7107,0.0,0.0,182000000,182040000
"(182040000, 182080000]",3.031649e-13,1.5158245e-13,510.0,50.333333333333336,-214.0,0.0,262.7107,0.0,0.0,182040000,182080000
"(182080000, 182120000]",-4.5474735e-13,-4.5474735e-13,475.5,53.5,-221.5,0.0,262.7107,0.0,0.0,182080000,182120000
"(182120000, 182160000]",-4.5474735e-13,2.2737368e-13,468.0,56.0,-230.0,0.0,262.7107,0.0,0.0,182120000,182160000
"(182160000, 182200000]",-3.031649e-13,1.5158245e-13,441.3333333333333,59.0,-230.33333333333334,0.0,262.7107,0.0,0.0,182160000,182200000
"(182200000, 182240000]",0.0,0.0,431.0,61.5,-234.0,0.0,262.7107,0.0,0.0,182200000,182240000
"(182240000, 182280000]",0.0,-3.031649e-13,387.3333333333333,73.0,-206.66666666666666,0.0,262.7107,0.0,0.0,182240000,182280000
"(182280000, 182320000]",-4.5474735e-13,6.82121e-13,366.0,104.0,-184.0,0.0,262.7107,0.0,0.0,182280000,182320000
"(182320000, 182360000]",0.0,-4.5474735e-13,397.5,101.0,-157.5,0.0,262.7107,0.0,0.0,182320000,182360000
"(182360000, 182400000]",-3.031649e-13,0.0,413.3333333333333,94.66666666666667,-114.0,0.0,262.7107,0.0,0.0,182360000,182400000
"(182400000, 182440000]",0.0,0.0,432.0,80.5,-71.0,0.0,262.7107,0.0,0.0,182400000,182440000
"(182440000, 182480000]",-3.031649e-13,0.0,412.6666666666667,74.66666666666667,-54.333333333333336,0.0,262.7107,0.0,0.0,182440000,182480000
"(182480000, 182520000]",-4.5474735e-13,2.2737368e-13,416.5,92.5,-100.0,0.0,262.7107,0.0,0.0,182480000,182520000
"(182520000, 182560000]",4.5474735e-13,0.0,401.0,105.5,-134.5,0.0,262.7107,0.0,0.0,182520000,182560000
"(182560000, 182600000]",-3.031649e-13,1.5158245e-13,390.6666666666667,130.0,-153.0,0.0,262.7107,0.0,0.0,182560000,182600000
"(182600000, 182640000]",-6475.435,-6475.343,358.0,152.0,-150.0,0.0,262.7107,0.0,0.0,182600000,182640000
"(182640000, 182680000]",-4316.8335,4316.895,322.6666666666667,168.0,-120.66666666666667,0.0,-169.0,0.0,0.0,182640000,182680000
"(182680000, 182720000]",9.094947e-13,-2.2737368e-13,263.0,180.0,-52.0,0.0,-169.0,0.0,0.0,182680000,182720000
"(182720000, 182760000]",-4.5474735e-13,-4.5474735e-13,213.0,193.5,21.5,0.0,-169.0,0.0,0.0,182720000,182760000
"(182760000, 182800000]",-6.063298e-13,0.0,254.0,196.33333333333334,132.66666666666666,0.0,-169.0,0.0,0.0,182760000,182800000
"(182800000, 182840000]",-4.5474735e-13,-2.2737368e-13,313.5,212.5,189.5,0.0,-169.0,0.0,0.0,182800000,182840000
"(182840000, 182880000]",-3.031649e-13,4.5474735e-13,292.6666666666667,231.66666666666666,181.66666666666666,0.0,-169.0,0.0,0.0,182840000,182880000
"(182880000, 182920000]",0.0,-2.2737368e-13,256.5,237.5,138.5,0.0,-169.0,0.0,0.0,182880000,182920000
"(182920000, 182960000]",4.5474735e-13,0.0,290.5,235.5,70.0,0.0,-169.0,0.0,0.0,182920000,182960000
"(182960000, 183000000]",-3.031649e-13,0.0,369.0,238.0,7.0,0.0,-169.0,0.0,0.0,182960000,183000000
"(183000000, 183040000]",4.5474735e-13,2.2737368e-13,433.5,227.5,-47.0,0.0,-169.0,0.0,0.0,183000000,183040000
"(183040000, 183080000]",0.0,-1.5158245e-13,453.0,191.33333333333334,-112.0,0.0,-169.0,0.0,0.0,183040000,183080000
"(183080000, 183120000]",0.0,0.0,478.0,171.5,-153.5,0.0,-169.0,0.0,0.0,183080000,183120000
"(183120000, 183160000]",0.0,6.90505,509.5,161.5,-143.5,0.0,-169.0,0.0,0.0,183120000,183160000
"(183160000, 183200000]",47.322815,14.87009,593.3333333333334,151.33333333333334,-116.66666666666667,0.0,-168.06607,0.0,0.0,183160000,183200000
"(183200000, 183240000]",58.039204,-1.691999,637.0,162.5,-97.5,0.0,-165.65155,0.0,0.0,183200000,183240000
"(183240000, 183280000]",49.313137,-4.15156,555.0,160.33333333333334,-91.33333333333333,0.0,-163.40717,0.0,0.0,183240000,183280000
"(183280000, 183320000]",36.56996,-6.2337103,431.0,173.5,-100.0,0.0,-161.56909,0.0,0.0,183280000,183320000
"(183320000, 183360000]",25.581062,-3.8968244,291.5,167.5,-104.0,0.0,-160.56525,0.0,0.0,183320000,183360000
"(183360000, 183400000]",18.426676,-1.4646393,210.66666666666666,139.33333333333334,-86.33333333333333,0.0,-159.67552,0.0,0.0,183360000,183400000
"(183400000, 183440000]",19.729929,2.022931,199.5,102.0,-45.5,0.0,-158.93304,0.0,0.0,183400000,183440000
"(183440000, 183480000]",24.747522,1.7585258,257.6666666666667,88.33333333333333,-54.666666666666664,0.0,-157.99269,0.0,0.0,183440000,183480000
"(183480000, 183520000]",28.40564,1.5611308,300.5,90.0,-66.5,0.0,-156.8822,0.0,0.0,183480000,183520000
"(183520000, 183560000]",32.843346,1.8611748,343.0,80.0,-60.0,0.0,-155.86984,0.0,0.0,183520000,183560000
"(183560000, 183600000]",35.94371,1.0926129,383.3333333333333,92.0,-79.0,0.0,-154.4286,0.0,0.0,183560000,183600000
"(183600000, 183640000]",36.861237,-0.9666842,400.5,101.0,-89.5,0.0,-152.88919,0.0,0.0,183600000,183640000
"(183640000, 183680000]",30.379349,-3.2939937,347.3333333333333,78.33333333333333,-66.0,0.0,-151.46437,0.0,0.0,183640000,183680000
"(183680000, 183720000]",22.414917,-3.2008436,259.5,90.5,-77.5,0.0,-150.35875,0.0,0.0,183680000,183720000
"(183720000, 183760000]",15.89072,-3.053536,189.0,76.5,-72.5,0.0,-149.72035,0.0,0.0,183720000,183760000
"(183760000, 183800000]",9.452043,-1.9975902,113.66666666666667,44.0,-69.33333333333333,0.0,-149.21303,0.0,0.0,183760000,183800000
"(183800000, 183840000]",6.175397,-0.87852824,71.5,14.0,-60.5,0.0,-148.89925,0.0,0.0,183800000,183840000
"(183840000, 183880000]",4.4257965,-0.2691897,49.0,3.6666666666666665,-55.333333333333336,0.0,-148.68877,0.0,0.0,183840000,183880000
"(183880000, 183920000]",4.7883577,0.24134678,51.0,0.5,-78.5,0.0,-148.5037,0.0,0.0,183880000,183920000
"(183920000, 183960000]",5.180642,-0.045752354,55.0,-10.5,-99.5,0.0,-148.33795,0.0,0.0,183920000,183960000
"(183960000, 184000000]",3.2074385,-1.1637292,41.666666666666664,-21.0,-136.0,0.0,-148.15063,0.0,0.0,183960000,184000000
"(184000000, 184040000]",0.48448357,-0.60228574,8.5,-24.0,-133.5,0.0,-148.0766,0.0,0.0,184000000,184040000
"(184040000, 184080000]",0.09301073,-0.061505605,1.3333333333333333,-51.0,-77.0,0.0,-148.06993,0.0,0.0,184040000,184080000
"(184080000, 184120000]",0.0,-4.5474735e-13,-1.0,-75.0,-28.0,0.0,-148.0689,0.0,0.0,184080000,184120000
"(184120000, 184160000]",0.0,4.5474735e-13,-7.0,-91.0,-11.5,0.0,-148.0689,0.0,0.0,184120000,184160000
"(184160000, 184200000]",0.0,0.0,-11.0,-106.66666666666667,-12.333333333333334,0.0,-148.0689,0.0,0.0,184160000,184200000
"(184200000, 184240000]",4.5474735e-13,0.023232073,-2.5,-117.5,-15.5,0.0,-148.0689,0.0,0.0,184200000,184240000
"(184240000, 184280000]",0.20099346,0.12350095,1.6666666666666667,-127.0,-20.0,0.0,-148.06529,0.0,0.0,184240000,184280000
"(184280000, 184320000]",0.57739836,0.022500578,6.0,-127.5,-28.0,0.0,-148.04959,0.0,0.0,184280000,184320000
"(184320000, 184360000]",0.27751842,-0.08023363,3.5,-122.0,-33.0,0.0,-148.03421,0.0,0.0,184320000,184360000
"(184360000, 184400000]",0.4629896,0.076503,4.333333333333333,-125.0,-32.0,0.0,-148.02003,0.0,0.0,184360000,184400000
"(184400000, 184440000]",0.46352032,-0.10349354,6.0,-128.0,-33.5,0.0,-147.99796,0.0,0.0,184400000,184440000
"(184440000, 184480000]",0.46098915,0.22347696,3.6666666666666665,-130.0,-36.666666666666664,0.0,-147.98357,0.0,0.0,184440000,184480000
"(184480000, 184520000]",1.6890366,0.7289194,14.0,-141.0,-50.0,0.0,-147.9471,0.0,0.0,184480000,184520000
"(184520000, 184560000]",2.9376802,0.24188837,30.5,-139.0,-60.5,0.0,-147.86536,0.0,0.0,184520000,184560000
"(184560000, 184600000]",3.3300827,0.37041864,34.333333333333336,-145.33333333333334,-55.333333333333336,0.0,-147.7384,0.0,0.0,184560000,184600000
"(184600000, 184640000]",4.2798295,0.012850851,45.5,-143.0,-31.0,0.0,-147.57774,0.0,0.0,184600000,184640000
"(184640000, 184680000]",3.731083,-0.07011444,40.666666666666664,-151.66666666666666,-50.333333333333336,0.0,-147.412,0.0,0.0,184640000,184680000
"(184680000, 184720000]",3.4019504,-0.80938447,42.0,-166.5,-46.0,0.0,-147.25395,0.0,0.0,184680000,184720000
"(184720000, 184760000]",1.1325343,-0.91423076,17.0,-146.5,-42.0,0.0,-147.17915,0.0,0.0,184720000,184760000
"(184760000, 184800000]",0.09188113,-0.06903648,1.0,-134.33333333333334,-46.0,0.0,-147.1653,0.0,0.0,184760000,184800000
"(184800000, 184840000]",0.25659484,-0.022361415,3.0,-136.0,-45.5,0.0,-147.15836,0.0,0.0,184800000,184840000
"(184840000, 184880000]",0.031012228,-0.054540265,0.6666666666666666,-126.0,-36.666666666666664,0.0,-147.1529,0.0,0.0,184840000,184880000
"(184880000, 184920000]",-4.5474735e-13,2.2737368e-13,-7.5,-115.0,-35.0,0.0,-147.1529,0.0,0.0,184880000,184920000
"(184920000, 184960000]",4.5474735e-13,-2.2737368e-13,-11.5,-100.5,-35.0,0.0,-147.1529,0.0,0.0,184920000,184960000
"(184960000, 185000000]",-3.031649e-13,-1.5158245e-13,-7.333333333333333,-89.66666666666667,-33.0,0.0,-147.1529,0.0,0.0,184960000,185000000
"(185000000, 185040000]",0.0,2.2737368e-13,-8.5,-97.0,-28.0,0.0,-147.1529,0.0,0.0,185000000,185040000
"(185040000, 185080000]",3.031649e-13,0.0,-8.333333333333334,-88.0,-22.333333333333332,0.0,-147.1529,0.0,0.0,185040000,185080000
"(185080000, 185120000]",-4.5474735e-13,0.0,-3.0,-103.5,-20.5,0.0,-147.1529,0.0,0.0,185080000,185120000
"(185120000, 185160000]",4.5474735e-13,0.0,-0.5,-87.0,-18.5,0.0,-147.1529,0.0,0.0,185120000,185160000
"(185160000, 185200000]",-6.063298e-13,0.0,0.0,-67.33333333333333,-21.666666666666668,0.0,-147.1529,0.0,0.0,185160000,185200000
"(185200000, 185240000]",0.0,0.0,0.0,-55.5,-24.0,0.0,-147.1529,0.0,0.0,185200000,185240000
"(185240000, 185280000]",3.031649e-13,0.0,-0.3333333333333333,-49.666666666666664,-24.333333333333332,0.0,-147.1529,0.0,0.0,185240000,185280000
"(185280000, 185320000]",-4.5474735e-13,0.0,0.0,-39.5,-22.0,0.0,-147.1529,0.0,0.0,185280000,185320000
"(185320000, 185360000]",0.0,0.0,0.0,-41.0,-15.0,0.0,-147.1529,0.0,0.0,185320000,185360000
"(185360000, 185400000]",3.031649e-13,0.0,0.0,-41.0,-9.0,0.0,-147.1529,0.0,0.0,185360000,185400000
"(185400000, 185440000]",4.5474735e-13,2.2737368e-13,-1.0,-38.0,-7.0,0.0,-147.1529,0.0,0.0,185400000,185440000
"(185440000, 185480000]",6.063298e-13,-1.5158245e-13,-2.3333333333333335,-30.0,-5.333333333333333,0.0,-147.1529,0.0,0.0,185440000,185480000
"(185480000, 185520000]",-4.5474735e-13,2.2737368e-13,-2.0,-19.5,-7.5,0.0,-147.1529,0.0,0.0,185480000,185520000
"(185520000, 185560000]",0.0,-6.82121e-13,-1.0,-18.0,-9.0,0.0,-147.1529,0.0,0.0,185520000,185560000
"(185560000, 185600000]",-6.063298e-13,3.031649e-13,-0.3333333333333333,-13.0,-12.0,0.0,-147.1529,0.0,0.0,185560000,185600000
"(185600000, 185640000]",0.0,0.022507425,0.0,-22.0,-13.0,0.0,-147.1529,0.0,0.0,185600000,185640000
"(185640000, 185680000]",0.09101658,0.015991086,0.6666666666666666,-13.666666666666666,-4.333333333333333,0.0,-147.1509,0.0,0.0,185640000,185680000
"(185680000, 185720000]",0.046499707,-0.04649406,1.0,-10.5,-1.0,0.0,-147.1468,0.0,0.0,185680000,185720000
"(185720000, 185760000]",0.0,0.012001728,0.0,-12.5,-3.0,0.0,-147.1468,0.0,0.0,185720000,185760000
"(185760000, 185800000]",0.06201169,-0.0004974964,0.6666666666666666,-10.0,-1.0,0.0,-147.14525,0.0,0.0,185760000,185800000
"(185800000, 185840000]",0.0,-9.735115e-06,0.0,-5.5,0.0,0.0,-147.1437,0.0,0.0,185800000,185840000
"(185840000, 185880000]",0.029989086,-0.007497165,0.3333333333333333,-9.666666666666666,-2.0,0.0,-147.1427,0.0,0.0,185840000,185880000
"(185880000, 185920000]",0.023996932,0.0352472,0.0,-4.5,-1.0,0.0,-147.1422,0.0,0.0,185880000,185920000
"(185920000, 185960000]",0.09299387,0.023251407,1.0,-3.5,-4.0,0.0,-147.13985,0.0,0.0,185920000,185960000
"(185960000, 186000000]",0.123001195,-0.016499534,1.3333333333333333,-7.333333333333333,-6.0,0.0,-147.13493,0.0,0.0,185960000,186000000
"(186000000, 186040000]",0.022499217,-0.021728767,0.5,-6.0,-8.0,0.0,-147.1314,0.0,0.0,186000000,186040000
"(186040000, 186080000]",0.078040086,0.022986846,0.6666666666666666,-5.0,-6.333333333333333,0.0,-147.12984,0.0,0.0,186040000,186080000
"(186080000, 186120000]",0.09300016,-0.0112512885,1.0,-5.0,-5.0,0.0,-147.12595,0.0,0.0,186080000,186120000
"(186120000, 186160000]",0.023999851,-0.035249524,0.5,-3.0,-2.5,0.0,-147.1236,0.0,0.0,186120000,186160000
"(186160000, 186200000]",0.07600389,0.031001387,0.6666666666666666,-3.3333333333333335,-2.3333333333333335,0.0,-147.1226,0.0,0.0,186160000,186200000
"(186200000, 186240000]",0.024001911,-0.02325755,0.5,-5.0,-5.0,0.0,-147.119,0.0,0.0,186200000,186240000
"(186240000, 186280000]",0.12298733,0.03050287,1.0,-5.333333333333333,-6.666666666666667,0.0,-147.11644,0.0,0.0,186240000,186280000
"(186280000, 186320000]",0.11548689,-0.033771276,1.5,-4.5,-7.0,0.0,-147.11055,0.0,0.0,186280000,186320000
"(186320000, 186360000]",0.023968287,-0.035227567,0.5,-3.5,-9.5,0.0,-147.1082,0.0,0.0,186320000,186360000
"(186360000, 186400000]",0.06202246,0.023001606,0.6666666666666666,-4.666666666666667,-8.0,0.0,-147.10716,0.0,0.0,186360000,186400000
"(186400000, 186440000]",0.06748864,-0.00075294205,0.5,-11.5,-7.0,0.0,-147.10435,0.0,0.0,186400000,186440000
"(186440000, 186480000]",0.1549982,0.1625239,1.3333333333333333,-17.0,-5.333333333333333,0.0,-147.10052,0.0,0.0,186440000,186480000
"(186480000, 186520000]",1.8958671,2.1626258,9.0,-8.0,-5.5,0.0,-147.08125,0.0,0.0,186480000,186520000
"(186520000, 186560000]",9.158705,4.4985523,73.5,-24.0,-17.5,0.0,-146.91855,0.0,0.0,186520000,186560000
"(186560000, 186600000]",22.282713,5.882421,210.66666666666666,-44.0,-43.333333333333336,0.0,-146.26018,0.0,0.0,186560000,186600000
"(186600000, 186640000]",37.746643,5.7560196,375.0,-48.5,-59.5,0.0,-145.03426,0.0,0.0,186600000,186640000
"(186640000, 186680000]",50.28258,4.8542523,518.6666666666666,-38.666666666666664,-48.333333333333336,0.0,-143.16893,0.0,0.0,186640000,186680000
"(186680000, 186720000]",61.41082,2.8411226,648.5,-44.5,-33.0,0.0,-140.83536,0.0,0.0,186680000,186720000
"(186720000, 186760000]",65.66466,3.109507,689.0,-56.5,-48.5,0.0,-138.72595,0.0,0.0,186720000,186760000
"(186760000, 186800000]",73.46101,2.6015198,777.6666666666666,-78.33333333333333,-86.33333333333333,0.0,-135.8028,0.0,0.0,186760000,186800000
"(186800000, 186840000]",77.55585,-0.6156875,846.0,-92.5,-115.0,0.0,-132.6219,0.0,0.0,186800000,186840000
"(186840000, 186880000]",74.33755,0.14757323,806.3333333333334,-67.66666666666667,-123.33333333333333,0.0,-129.4744,0.0,0.0,186840000,186880000
"(186880000, 186920000]",80.532936,3.057476,852.0,-60.0,-143.5,0.0,-126.3105,0.0,0.0,186880000,186920000
"(186920000, 186960000]",84.52203,1.4197922,897.5,-56.0,-162.0,0.0,-123.55575,0.0,0.0,186920000,186960000
"(186960000, 187000000]",86.36926,0.94747114,930.3333333333334,-43.0,-191.66666666666666,0.0,-119.98853,0.0,0.0,186960000,187000000
"(187000000, 187040000]",88.33977,1.126054,946.5,-35.5,-250.5,0.0,-116.34454,0.0,0.0,187000000,187040000
"(187040000, 187080000]",90.739265,0.21082641,986.0,-10.0,-283.3333333333333,0.0,-112.574135,0.0,0.0,187040000,187080000
"(187080000, 187120000]",93.81253,2.1772408,1001.0,-13.5,-258.5,0.0,-108.77875,0.0,0.0,187080000,187120000
"(187120000, 187160000]",96.71193,0.62237036,1038.5,-8.0,-251.0,0.0,-105.59375,0.0,0.0,187120000,187160000
"(187160000, 187200000]",95.11079,-1.5200906,1043.6666666666667,19.333333333333332,-265.3333333333333,0.0,-101.56269,0.0,0.0,187160000,187200000
"(187200000, 187240000]",91.772095,0.46565896,990.5,36.5,-274.0,0.0,-97.68867,0.0,0.0,187200000,187240000
"(187240000, 187280000]",97.303185,2.1199555,1029.6666666666667,40.0,-302.6666666666667,0.0,-93.76737,0.0,0.0,187240000,187280000
"(187280000, 187320000]",99.668144,0.6712187,1080.0,43.0,-286.5,0.0,-89.62632,0.0,0.0,187280000,187320000
"(187320000, 187360000]",104.031525,2.8831573,1106.0,33.5,-228.5,0.0,-86.26399,0.0,0.0,187320000,187360000
"(187360000, 187400000]",108.29843,-0.5796978,1176.6666666666667,39.666666666666664,-230.33333333333334,0.0,-81.78962,0.0,0.0,187360000,187400000
"(187400000, 187440000]",100.72621,-3.1591601,1104.5,69.5,-264.0,0.0,-77.383606,0.0,0.0,187400000,187440000
"(187440000, 187480000]",92.40981,-6.0251846,1035.0,169.33333333333334,-341.6666666666667,0.0,-73.31736,0.0,0.0,187440000,187480000
